coin,kol,yon,cikis,bar,giris,tf,adx14,atr_pct,atr_norm,er20,er50,kanal_konum,kanal_atr,ic_oran40,rvol20,ema200_atr,get20,btc_adx,btc_er20,btc_get20,btc_atr_pct,btc_ic40,R,slp,cikis_ts,eff,pnl_pct,ay,fund,f_yon,f_z,fz_yon,giris_ts,chop
ICP,donchian,1,sl,20,2023-09-29 08:00:00+00:00,4h,26.449246979593944,0.0156559072142474,0.9690681188285476,0.3238289205702646,0.1511111111111109,0.9255319148936156,5.738251169077193,0.875,0.0102237530216583,-0.4001581404253213,0.0533557046979864,40.317928116391336,0.2138812154696143,0.0235166370525612,0.0102132438578782,0.925,-1.0063873653970694,0.0313118144284948,2023-10-02 16:00:00+00:00,0.028,-2.8178846231117944,2023-10,5.161e-05,5.161e-05,-0.0226667995398676,-0.0226667995398676,2023-09-29 08:00:00+00:00,42.26500473647291
NEAR,donchian,1,sl,15,2023-09-30 04:00:00+00:00,4h,20.585662150726165,0.0128497895285481,0.8581321719128585,0.4263565891472871,0.0344827586206897,0.9634146341463428,5.62240306541466,0.925,0.0078564595684234,-0.0742151767535151,0.0509259259259258,37.983229565993696,0.2638096303755923,0.0269872218003945,0.0090012371804484,0.925,-1.007782228633226,0.0256995790570962,2023-10-02 16:00:00+00:00,0.028,-2.8217902401730326,2023-10,0.0001,0.0001,0.086696487543254,0.086696487543254,2023-09-30 04:00:00+00:00,42.009796910446106
BCH,donchian,1,sl,6,2023-10-02 12:00:00+00:00,4h,51.92298687946425,0.0230948350681401,1.244581855875394,0.2377118644067795,0.3447461629279809,0.8721689895470381,7.972746931891493,0.9,0.0130658403697702,5.930697030033652,0.0471092077087793,52.4612021135388,0.3686293062663989,0.0315480287543112,0.0115465189068886,0.925,-1.004329972468084,0.0461896701362802,2023-10-03 12:00:00+00:00,0.028,-2.8121239229106347,2023-10,-1.608e-05,-1.608e-05,0.0509490286328769,0.0509490286328769,2023-10-02 12:00:00+00:00,44.47060744234235
ADA,donchian,1,sl,16,2023-10-01 08:00:00+00:00,4h,36.67372265551602,0.0118270175998299,1.016297684662928,0.5366568914956034,0.2813990461049288,0.948497854077254,7.516465302148066,0.9,0.00926351939968,2.6069969130211503,0.0750615258408531,40.93120591944489,0.439592036022351,0.0307353264703873,0.0073557058001766,0.925,-1.0084552169772212,0.0236540351996599,2023-10-04 00:00:00+00:00,0.028,-2.823674607536219,2023-10,0.0001,0.0001,0.2081847694737221,0.2081847694737221,2023-10-01 08:00:00+00:00,40.244989979890974
DOGE,squeeze,-1,sure,48,2023-10-03 18:00:00+00:00,1h,42.49501631845402,0.0054730339373076,1.023498608913779,0.2380952380952412,0.0902325581395349,0.2098092643051766,10.944351750498235,0.95,0.0027800033720675,-1.8569176252997543,-0.0096977533538064,33.966584374029885,0.1793776258634211,-0.0091471939285001,0.0062412771512482,0.975,0.2799398179494584,0.0109460678746153,2023-10-05 18:00:00+00:00,0.016419101811923,0.4596360372123358,2023-10,3.566e-05,-3.566e-05,-0.3211159956339032,0.3211159956339032,2023-10-03 18:00:00+00:00,49.42373792047816
SOL,donchian,1,sure,30,2023-10-01 08:00:00+00:00,4h,49.44947581174228,0.0237210691151831,1.5629110395153791,0.741185739610005,0.4317635752042282,0.75560697757209,10.313803434312293,0.875,0.0205453139580693,5.512071745338924,0.1959895833333333,40.93120591944489,0.439592036022351,0.0307353264703873,0.0073557058001766,0.925,0.1830410045342908,0.0474421382303663,2023-10-06 08:00:00+00:00,0.028,0.5125148126960144,2023-10,-0.00024577,-0.00024577,-1.7691887420360732,-1.7691887420360732,2023-10-01 08:00:00+00:00,22.334864622068817
ETH,donchian,-1,sl,8,2023-10-05 12:00:00+00:00,4h,28.43777515519992,0.0129881714684836,1.238395257528842,0.6441915272748153,0.0517477448453608,0.0861909175162193,8.218186165659844,0.925,0.0062437228167874,-1.4179081725585725,-0.0648001989048667,23.090128321857783,0.2940265572374272,-0.0268376454957278,0.0115414480614975,0.975,-1.007699313197599,0.0259763429369673,2023-10-06 20:00:00+00:00,0.028,-2.821558076953278,2023-10,2.685e-05,-2.685e-05,-0.568660692116814,0.568660692116814,2023-10-05 12:00:00+00:00,53.15990464150209
XLM,squeeze,-1,sl,19,2023-10-06 02:00:00+00:00,1h,21.8272092923213,0.005163839776898,0.7020074534369327,0.0503875968992242,0.0902934537246053,0.2237762237762242,4.997305976167446,1.0,0.0032928161757384,-2.9624131971009047,-0.00234044468449,19.294344684896007,0.0894880812817517,-0.0041420974568606,0.0047074395489859,0.975,-1.0193654343125382,0.0103276795537961,2023-10-06 21:00:00+00:00,0.0154915193306942,-1.579151933069424,2023-10,-7.408e-05,7.408e-05,-1.021471104620292,1.021471104620292,2023-10-06 02:00:00+00:00,51.16554208491172
XRP,squeeze,1,sl,23,2023-10-06 19:00:00+00:00,1h,21.488713253544088,0.0055959953725211,0.6581086736385988,0.1244635193133053,0.1432396251673364,0.700680272108845,5.000720564396708,0.975,0.0028411667268559,2.0556977398671106,0.0055513016845329,15.138013502904968,0.2676154113155143,0.0196982305536088,0.0070263676103803,0.95,-1.0178699218535976,0.0111919907450423,2023-10-07 18:00:00+00:00,0.0167879861175635,-1.7087986117563698,2023-10,0.0001,0.0001,0.1399180684584268,0.1399180684584268,2023-10-06 19:00:00+00:00,51.13835584473446
LTC,bb,1,sl,36,2023-10-07 19:00:00+00:00,1h,21.28965297645625,0.0039301535128904,0.674898533095839,0.180076628352489,0.0698856416772546,0.3457446808510601,7.360406461736123,0.925,0.0023032913260918,-1.2329366315348416,-0.0071799572257866,24.899338592296445,0.1493273542600933,-0.0023857115223419,0.0035488532583532,0.975,-1.0169657453217165,0.0117884594049677,2023-10-09 07:00:00+00:00,0.0176826891074515,-1.7982689107451704,2023-10,-9.72e-06,-9.72e-06,-0.8265422248188798,-0.8265422248188798,2023-10-07 19:00:00+00:00,32.65190687295079
XRP,squeeze,-1,tp,17,2023-10-08 15:00:00+00:00,1h,23.0267387714156,0.0033739294052663,0.5370369279106781,0.2424242424242452,0.0677083333333355,0.2095238095238085,6.017204775607171,0.95,0.0016882029147966,-1.6876593995562574,-0.0061491160645656,18.76707527102473,0.0502296636538761,0.0012172526714926,0.003559108743121,0.975,2.470360968476718,0.0067478588105327,2023-10-09 08:00:00+00:00,0.0101217882157991,2.5004470539497774,2023-10,7.271e-05,-7.271e-05,-0.0750275498779858,0.0750275498779858,2023-10-08 15:00:00+00:00,38.583124314528796
XLM,squeeze,-1,tp,1,2023-10-09 08:00:00+00:00,1h,22.56795073528922,0.0049066114308581,1.0609867643916069,0.2915921288014323,0.2000000000000005,0.1178571428571419,5.240207511358119,0.95,0.003591715670437,-5.0792787786748645,-0.0147471274767032,15.65994122445984,0.0779090223674287,-0.0022304083805796,0.0032535517084567,0.975,2.479619335786179,0.0098132228617162,2023-10-09 09:00:00+00:00,0.0147198342925744,3.649958573143597,2023-10,0.0001,-0.0001,0.298376494646288,-0.298376494646288,2023-10-09 08:00:00+00:00,45.321400633381884
BNB,donchian,-1,sl,6,2023-10-09 08:00:00+00:00,4h,26.55083921226884,0.0086238964152186,1.0312642280572697,0.296320206584894,0.2013585638039788,0.0991820040899794,5.4758964187649735,0.975,0.0055254352268404,-4.2687793408670105,-0.0216826491567858,20.08490806686538,0.0551269288203096,-0.0032165897613697,0.008737437938571,1.0,-1.0115956865882063,0.0172477928304372,2023-10-10 08:00:00+00:00,0.0258716892456558,-2.617168924565594,2023-10,0.0,-0.0,0.060427358375363,-0.060427358375363,2023-10-09 08:00:00+00:00,41.38146506139408
TRX,squeeze,-1,sl,3,2023-10-11 04:00:00+00:00,1h,33.13499110655265,0.0037654149837953,0.994566032165294,0.2408163265306198,0.291139240506329,0.3132530120481893,5.141759538447706,0.95,0.0021517308736392,-4.630996986402308,-0.0068342407042744,21.29101950654118,0.4490044697277529,-0.0199720932922685,0.0047995673154152,0.95,-1.0265574977606262,0.0075308299675907,2023-10-11 07:00:00+00:00,0.0112962449513861,-1.1596244951386094,2023-10,-6.621e-05,6.621e-05,-0.3472526665016669,0.3472526665016669,2023-10-11 04:00:00+00:00,56.820741163027925
DOGE,squeeze,-1,tp,19,2023-10-11 14:00:00+00:00,1h,33.83839936886085,0.0049748296374859,1.0780804933464971,0.1721311475409829,0.0479134466769702,0.3698630136986333,5.014992933036227,1.0,0.0030524781556556,-6.0196870625182495,-0.0071258907363419,26.27645583420254,0.1953765846383306,-0.0095817318065952,0.0048196799225608,0.95,2.479898809147861,0.0099496592749719,2023-10-12 09:00:00+00:00,0.0149244889124579,3.701122228114482,2023-10,9.489e-05,-9.489e-05,0.4266849691271382,-0.4266849691271382,2023-10-11 14:00:00+00:00,42.9976864976834
XRP,squeeze,-1,sl,9,2023-10-12 08:00:00+00:00,1h,40.06611016489669,0.0068707699387049,1.125176562277609,0.2797783933518003,0.2927461139896383,0.0327868852459025,7.455964610514766,0.95,0.0049999263896998,-8.834406540226365,-0.0207648026315789,27.817653819275456,0.2873813598879697,-0.0136019854332823,0.0042071967587415,0.9,-1.014554409606507,0.0137415398774098,2023-10-12 17:00:00+00:00,0.0206123098161148,-2.0912309816114787,2023-10,3.995e-05,-3.995e-05,-0.3330568080934815,0.3330568080934815,2023-10-12 08:00:00+00:00,40.86150079660527
ICP,donchian,-1,sl,27,2023-10-09 08:00:00+00:00,4h,17.52538504702213,0.020271441916876,1.1999233276217491,0.2357414448669196,0.2036273701566364,0.191616766467066,5.608026200886592,0.975,0.0130182638816497,-3.4277659321510296,-0.0404964075767471,20.08490806686538,0.0551269288203096,-0.0032165897613697,0.008737437938571,1.0,-1.0049330481970664,0.040542883833752,2023-10-13 20:00:00+00:00,0.028,-2.813812534951786,2023-10,0.0001,-0.0001,0.3069639832502734,-0.3069639832502734,2023-10-09 08:00:00+00:00,42.91843244722335
NEAR,donchian,-1,sure,30,2023-10-09 08:00:00+00:00,4h,26.46699274494365,0.0175159474026299,1.1634193879090124,0.2876712328767132,0.2156862745098035,0.3135593220338992,6.465180523387386,0.975,0.0099356815849851,-4.3589267715038496,-0.0387453874538745,20.08490806686538,0.0551269288203096,-0.0032165897613697,0.008737437938571,1.0,0.8435307313726093,0.0350318948052599,2023-10-14 08:00:00+00:00,0.028,2.361886047843306,2023-10,0.0001,-0.0001,0.086696487543254,-0.086696487543254,2023-10-09 08:00:00+00:00,32.264957986773815
BCH,donchian,-1,sure,30,2023-10-09 08:00:00+00:00,4h,15.279874515281676,0.0214741184931632,0.9866273952542498,0.3791517629024021,0.1974875300203215,0.1377033718462627,9.137720581157312,0.975,0.0127576106160294,-0.949655288918244,-0.0642507684980733,20.08490806686538,0.0551269288203096,-0.0032165897613697,0.008737437938571,1.0,0.0028843825847658,0.0429482369863265,2023-10-14 08:00:00+00:00,0.028,0.0080762712373445,2023-10,4.642e-05,-4.642e-05,0.4125030296845997,-0.4125030296845997,2023-10-09 08:00:00+00:00,31.39242422723341
ADA,donchian,-1,sure,30,2023-10-09 08:00:00+00:00,4h,23.93714419966913,0.0130476203292141,1.028241914037421,0.3835616438356171,0.0529953917050696,0.0790960451977391,5.411125687345198,0.975,0.0074206478833276,-1.670680266658505,-0.0427644138984346,20.08490806686538,0.0551269288203096,-0.0032165897613697,0.008737437938571,1.0,0.6801907274319137,0.0260952406584283,2023-10-14 08:00:00+00:00,0.028,1.9045340368093584,2023-10,0.0001,-0.0001,0.2081847694737221,-0.2081847694737221,2023-10-09 08:00:00+00:00,38.847453301960655
ETH,donchian,-1,sure,30,2023-10-09 08:00:00+00:00,4h,26.407929891949365,0.0104563063193789,0.9709366273891412,0.2502218278615788,0.2007078460913023,0.0881201044386414,5.529681949162041,0.95,0.0059032484328316,-3.2381403315184825,-0.0208425720620841,20.08490806686538,0.0551269288203096,-0.0032165897613697,0.008737437938571,1.0,1.289237886910997,0.0209126126387578,2023-10-14 08:00:00+00:00,0.028,3.609866083350792,2023-10,6.572e-05,-6.572e-05,-0.2059758271869929,0.2059758271869929,2023-10-09 08:00:00+00:00,42.74992329625195
XRP,squeeze,1,sl,4,2023-10-15 18:00:00+00:00,1h,23.830566155392173,0.0029322825617401,0.5655861841127654,0.2575757575757578,0.2062663185378588,0.9402985074626848,4.667843521609195,0.95,0.0016211435620611,-2.8754556042770654,0.0069944455873276,22.82883777186722,0.5625823451910517,0.0079567095372437,0.0021496932092303,0.975,-1.0341031254302675,0.0058645651234802,2023-10-15 22:00:00+00:00,0.0087968476852203,-0.909684768522039,2023-10,9.985e-05,9.985e-05,0.1387366158109199,0.1387366158109199,2023-10-15 18:00:00+00:00,47.58040549599912
XLM,squeeze,1,tp,28,2023-10-15 01:00:00+00:00,1h,34.056878240762494,0.0040972345688994,0.8162264549964657,0.29906542056075,0.2122807017543856,0.9455782312925144,6.841044520242876,0.9,0.0026380693406269,-1.3828888898728724,0.0123540198822507,21.155478517751497,0.0066666666666608,8.930498396231279e-05,0.0022308569600984,0.975,2.475593293886797,0.0081944691377989,2023-10-16 05:00:00+00:00,0.0122917037066983,3.042925926674598,2023-10,0.0001,0.0001,0.298376494646288,0.298376494646288,2023-10-15 01:00:00+00:00,50.06720420760273
SOL,donchian,1,tp,2,2023-10-16 04:00:00+00:00,4h,20.45830982041577,0.0148726555132044,0.6464265742820164,0.5439971499821887,0.065229257641921,0.9804526748971192,5.732880575297233,0.975,0.0088386130050512,3.975933262095349,0.0717811310111409,25.68828365916908,0.6121843328293869,0.0408800445705783,0.0079164958036408,0.925,2.49327625117712,0.0297453110264088,2023-10-16 12:00:00+00:00,0.028,6.981173503295936,2023-10,-0.00010829,-0.00010829,-0.9805760145004186,-0.9805760145004186,2023-10-16 04:00:00+00:00,45.12827610403174
BCH,donchian,1,tp,2,2023-10-16 04:00:00+00:00,4h,21.04147523231255,0.01424359196109,0.7028180574036863,0.4613026819923375,0.0574068888266591,0.9041474654377888,6.741413832698061,0.975,0.0101206272590108,2.2886181985007656,0.0562748305678897,25.68828365916908,0.6121843328293869,0.0408800445705783,0.0079164958036408,0.925,2.492979299022805,0.0284871839221801,2023-10-16 12:00:00+00:00,0.028,6.980342037263854,2023-10,-5.303e-05,-5.303e-05,-0.1628016967889015,-0.1628016967889015,2023-10-16 04:00:00+00:00,32.13419013930514
XRP,squeeze,1,tp,8,2023-10-16 05:00:00+00:00,1h,20.033476780704984,0.005138316170991,1.073308575861667,0.2277992277992291,0.1883408071748877,0.72,4.92949048005825,0.925,0.0041784669887128,0.1846512618599602,0.0121000820344545,49.83980968479079,0.7106186000841678,0.037679014365775,0.0051980126308368,0.925,2.4805383715847267,0.010276632341982,2023-10-16 13:00:00+00:00,0.015414948512973,3.8237371282432617,2023-10,7.8e-06,7.8e-06,-0.586281492209116,-0.586281492209116,2023-10-16 05:00:00+00:00,43.33566388491997
ICP,donchian,1,sl,15,2023-10-15 00:00:00+00:00,4h,34.9663931563252,0.0147335873810563,0.8782762199783358,0.6918238993710693,0.043478260869565,0.8670886075949358,6.823924269422637,0.95,0.006751353816862,1.0485390685747733,0.0752651385562777,20.34718263689913,0.0973143236074281,0.0043881944859758,0.0065974533764114,0.95,-1.0067872132844302,0.0294671747621127,2023-10-17 12:00:00+00:00,0.028,-2.8190041971964046,2023-10,0.0001,0.0001,0.3069639832502734,0.3069639832502734,2023-10-15 00:00:00+00:00,30.099665544767774
ADA,donchian,-1,sl,4,2023-10-19 00:00:00+00:00,4h,24.975808922431188,0.0116304615731929,0.8734395712496006,0.2500000000000009,0.158536585365854,0.1131221719457015,7.894401906262339,0.975,0.0061379046424759,-4.111092427690566,-0.0235294117647059,54.05173288461357,0.4421526617764533,0.0450459116099768,0.0125128698952928,0.95,-1.0085981110354654,0.0232609231463859,2023-10-19 16:00:00+00:00,0.028,-2.824074710899303,2023-10,-4.499e-05,4.499e-05,-0.912875732778736,0.912875732778736,2023-10-19 00:00:00+00:00,36.373931341389365
XRP,squeeze,-1,sl,14,2023-10-19 02:00:00+00:00,1h,21.59638393893076,0.0057061625550569,1.1007116335379104,0.2595744680851053,0.2059925093632964,0.2551724137931057,5.264371919425487,1.0,0.0031785192682938,-3.294864728670731,-0.0124795417348608,15.72609321563916,0.3218908272369138,-0.0159701258136003,0.0053320053075477,1.0,-1.017524912589698,0.0114123251101139,2023-10-19 16:00:00+00:00,0.0171184876651709,-1.74184876651709,2023-10,-9.86e-06,9.86e-06,-0.725377850575589,0.725377850575589,2023-10-19 02:00:00+00:00,41.14378282871263
DOGE,squeeze,-1,sl,33,2023-10-18 17:00:00+00:00,1h,39.82075872901526,0.0044522768174354,0.8804583364023953,0.2547169811320769,0.1904761904761906,0.2057416267942581,8.028437555078582,0.975,0.0022564477342941,-3.1849075063370567,-0.009150991357397,23.096708790457104,0.1000579113313172,-0.0054621583077495,0.0061178422373036,1.0,-1.0224604183658048,0.0089045536348708,2023-10-20 02:00:00+00:00,0.0133568304523062,-1.3656830452306197,2023-10,8.565e-05,-8.565e-05,0.3100265035794086,-0.3100265035794086,2023-10-18 17:00:00+00:00,48.49500108828728
NEAR,donchian,-1,sl,8,2023-10-19 00:00:00+00:00,4h,23.27526539550288,0.0160358265746048,1.0025925191557756,0.4423076923076942,0.244094488188977,0.0918367346938776,6.236036510794212,0.975,0.0071266515789348,-6.095856579490016,-0.0448343079922027,54.05173288461357,0.4421526617764533,0.0450459116099768,0.0125128698952928,0.95,-1.0062360365107947,0.0320716531492097,2023-10-20 08:00:00+00:00,0.028,-2.8174609022302253,2023-10,0.0001,-0.0001,0.086696487543254,-0.086696487543254,2023-10-19 00:00:00+00:00,42.871448785693694
SOL,donchian,1,tp,9,2023-10-19 16:00:00+00:00,4h,38.6807052654036,0.0219768349399896,1.0568639478273094,0.4872541879096868,0.3549911399881865,0.8462345290539122,8.629121031575893,0.925,0.0110431243722299,5.824085085007065,0.0867704280155643,53.79604551038756,0.4276651378113063,0.0359701336486772,0.0120136918659984,0.95,2.495449754240178,0.0439536698799793,2023-10-21 04:00:00+00:00,0.028,6.987259311872498,2023-10,-0.00018428,-0.00018428,-1.416469825712481,-1.416469825712481,2023-10-19 16:00:00+00:00,37.722335763758224
TRX,squeeze,1,sl,15,2023-10-21 16:00:00+00:00,1h,26.27825337923765,0.0035794022625156,1.0039739276357909,0.2993197278911539,0.2312925170068025,0.76126126126126,6.777568424994686,0.925,0.0018876632654417,8.395729691965837,0.0097098091139797,35.14581852850004,0.2430224642614031,0.0096597769727964,0.0049845912707016,0.925,-1.02793762552122,0.0071588045250313,2023-10-22 07:00:00+00:00,0.010738206787547,-1.103820678754699,2023-10,5.224e-05,5.224e-05,0.1826538967747815,0.1826538967747815,2023-10-21 16:00:00+00:00,48.757611579617105
XLM,squeeze,1,sl,30,2023-10-21 14:00:00+00:00,1h,36.65810425243219,0.0074882688220883,1.1632757073706534,0.2016348773841963,0.3202223172295856,0.8091451292246519,6.088808358229812,0.925,0.0038894432403949,5.196058007799786,0.0135979419331127,34.111839014825684,0.3442085275332328,0.0135328650446231,0.0049059809870249,0.925,-1.0133542214329985,0.0149765376441767,2023-10-22 20:00:00+00:00,0.0224648064662651,-2.276480646626508,2023-10,0.0001,0.0001,0.298376494646288,0.298376494646288,2023-10-21 14:00:00+00:00,42.33791724743357
ETH,donchian,1,tp,6,2023-10-22 20:00:00+00:00,4h,42.512820925109295,0.0110880612148615,1.0858575748302473,0.6123558582780662,0.3284098918272907,0.9635151039623374,6.912519566756307,0.975,0.0069700115045088,2.9748403661773986,0.0656844021174871,65.37487235338853,0.4520894603652274,0.0461278110225231,0.0115046352409237,0.975,2.490981290771922,0.022176122429723,2023-10-23 20:00:00+00:00,0.028,6.974747614161382,2023-10,6.03e-06,6.03e-06,-0.7629261638903896,-0.7629261638903896,2023-10-22 20:00:00+00:00,43.03896233083998
ADA,donchian,1,tp,13,2023-10-21 16:00:00+00:00,4h,31.31926630204015,0.0121125065353573,1.0475342332180988,0.4861111111111126,0.2635379061371852,0.910204081632654,7.764693769714055,0.95,0.0066902578335724,2.722564316337233,0.0567951318458417,65.02399298991257,0.6234512355506335,0.0635923649624214,0.0126046730132757,0.95,2.4917440705019978,0.0242250130707147,2023-10-23 20:00:00+00:00,0.028,6.976883397405594,2023-10,0.0001,0.0001,0.2081847694737221,0.2081847694737221,2023-10-21 16:00:00+00:00,30.646972647823958
ICP,donchian,1,tp,6,2023-10-23 00:00:00+00:00,4h,23.63878744515735,0.0180613975360439,1.1708684504697926,0.6289424860853441,0.1936056838365897,0.9709762532981528,6.312869958341256,0.975,0.0095692053979494,3.595176633314075,0.1135678391959797,66.07845146352781,0.5538538650033408,0.0692196863711345,0.0126271960298198,0.95,2.494463329883502,0.0361227950720879,2023-10-24 00:00:00+00:00,0.028,6.984497323673805,2023-10,9.516e-05,9.516e-05,0.2739940930104659,0.2739940930104659,2023-10-23 00:00:00+00:00,46.37168802242454
BNB,donchian,1,tp,6,2023-10-23 00:00:00+00:00,4h,43.842330988413785,0.0097831886829026,1.108639495265349,0.6132478632478627,0.4167987321711571,0.9512855209742896,6.79724140842008,0.975,0.0059684694705514,4.490070615213006,0.0544643704336273,66.07845146352781,0.5538538650033408,0.0692196863711345,0.0126271960298198,0.95,2.489778383792724,0.0195663773658052,2023-10-24 00:00:00+00:00,0.028,6.971379474619628,2023-10,0.00016356,0.00016356,0.835595285721422,0.835595285721422,2023-10-23 00:00:00+00:00,34.29551418545444
BCH,donchian,1,sl,4,2023-10-23 20:00:00+00:00,4h,49.9413555375587,0.0251500496955761,1.5073081407215672,0.3887096774193549,0.4406887177163571,0.9328859060402682,6.334365513473242,0.975,0.0138751260064022,5.528774361800554,0.079472382522671,70.0401750081999,0.719834693919098,0.1197035763131879,0.0227796660137104,0.925,-1.003976135284441,0.0503000993911522,2023-10-24 12:00:00+00:00,0.028,-2.8111331787964344,2023-10,-0.00010908,-0.00010908,-0.4870433249320865,-0.4870433249320865,2023-10-23 20:00:00+00:00,48.60981199800062
NEAR,donchian,1,tp,9,2023-10-23 00:00:00+00:00,4h,26.91150579631546,0.0164775537513202,1.175550409265824,0.6666666666666666,0.2307692307692314,0.9807692307692308,5.88770195122932,0.95,0.0079944127104175,0.4992911745102769,0.098360655737705,66.07845146352781,0.5538538650033408,0.0692196863711345,0.0126271960298198,0.95,2.4939311379887323,0.0329551075026405,2023-10-24 12:00:00+00:00,0.028,6.98300718636845,2023-10,0.0001,0.0001,0.086696487543254,0.086696487543254,2023-10-23 00:00:00+00:00,45.57142942463171
SOL,donchian,1,tp,25,2023-10-21 08:00:00+00:00,4h,54.72875844440275,0.0285247123609941,1.6393448697907245,0.719427295415736,0.6791643048020081,0.9349970291146764,9.9978770089052,0.825,0.0178983940088263,8.450723443070103,0.2279234290470244,63.13428190830631,0.4754254694835667,0.0454832552002919,0.0124576270891221,0.95,2.49649426789184,0.0570494247219882,2023-10-25 12:00:00+00:00,0.028,6.990183950097152,2023-10,-9.934e-05,-9.934e-05,-0.9292370276554658,-0.9292370276554658,2023-10-21 08:00:00+00:00,26.81871627583598
ETH,donchian,1,sl,22,2023-10-24 00:00:00+00:00,4h,55.38438827335864,0.0182243053443067,1.90127510001303,0.7252810195460722,0.5001003895113038,0.867604815544008,9.398798317007932,0.875,0.0111853801500519,5.872232095352868,0.1261330809841616,71.62656592140195,0.7666508410200763,0.153009495834151,0.02570310336159,0.925,-1.0054871775966634,0.0364486106886134,2023-10-27 16:00:00+00:00,0.028,-2.815364097270657,2023-10,0.0001,0.0001,0.1138810590953397,0.1138810590953397,2023-10-24 00:00:00+00:00,28.796460816205148
ADA,donchian,1,sure,30,2023-10-24 00:00:00+00:00,4h,46.25876973668542,0.0187194115894126,1.760181844457753,0.6404958677685971,0.425837320574164,0.8524271844660195,9.752409964158009,0.825,0.0117722802731347,5.398677202640119,0.1234567901234569,71.62656592140195,0.7666508410200763,0.153009495834151,0.02570310336159,0.925,0.7615950460145827,0.0374388231788253,2023-10-29 00:00:00+00:00,0.028,2.132466128840832,2023-10,0.0001,0.0001,0.2081847694737221,0.2081847694737221,2023-10-24 00:00:00+00:00,32.30833890902939
XRP,squeeze,-1,sl,34,2023-10-27 23:00:00+00:00,1h,26.29543572362836,0.0088257262713847,0.6900960078419641,0.1845841784989857,0.0901213171577118,0.3341645885286782,8.362848203426296,1.0,0.006046886307069,1.4090637293648125,-0.0164735698769007,31.74855728925577,0.1138291576247799,-0.0067635681631696,0.0061861554844913,0.975,-1.0113305122915706,0.0176514525427694,2023-10-29 09:00:00+00:00,0.0264771788141542,-2.677717881415413,2023-10,0.0001,-0.0001,0.1399180684584268,-0.1399180684584268,2023-10-27 23:00:00+00:00,37.2579328343155
XLM,squeeze,1,sure,48,2023-10-28 06:00:00+00:00,1h,20.85082712534652,0.007656311908101,0.6406121612501772,0.0758196721311479,0.0410783055198973,0.8954802259887019,4.082680867875995,1.0,0.0052512911162842,1.819618754396815,0.0065771931383877,22.54996288271275,0.0093567251461951,-0.000422526532612,0.0049776722071329,0.975,1.2382690341290226,0.0153126238162021,2023-10-30 06:00:00+00:00,0.0229689357243032,2.8441721854304527,2023-10,0.0001,0.0001,0.298376494646288,0.298376494646288,2023-10-28 06:00:00+00:00,44.081170001101604
TRX,squeeze,1,sure,48,2023-10-28 11:00:00+00:00,1h,20.142466636811708,0.0035943977406256,0.7316669801576925,0.1461538461538495,0.0633187772925775,0.7769230769230785,7.678852271951412,1.0,0.0017114185022288,6.491114034453705,0.0040503091025367,20.73140380650415,0.143694032973467,0.0050483963917342,0.0047110102800385,0.975,1.079705697530767,0.0071887954812512,2023-10-30 11:00:00+00:00,0.0107831932218769,1.164267515923568,2023-10,0.0001,0.0001,0.3963165178138965,0.3963165178138965,2023-10-28 11:00:00+00:00,38.33190360536637
LTC,bb,1,tp,39,2023-10-29 01:00:00+00:00,1h,19.555636751386327,0.0071380196809604,0.6372026247868411,0.1821305841924404,0.1009036144578317,0.6059782608695636,7.647962511699031,1.0,0.0027932192967379,0.7779797935482219,-0.0078010008831321,22.528218084792726,0.0851085939935577,-0.0024022878932317,0.0037238984086057,0.975,1.6576662135782725,0.0214275312251011,2023-10-30 16:00:00+00:00,0.028,4.641465398019163,2023-10,0.0001,0.0001,0.2541149472454118,0.2541149472454118,2023-10-29 01:00:00+00:00,59.81028369405135
NEAR,donchian,1,sure,30,2023-10-26 04:00:00+00:00,4h,54.01968783992584,0.0269331324958698,1.8306433156386936,0.3625730994152054,0.3372549019607849,0.9675925925925932,6.802257661574384,0.9,0.0179249003049461,3.3342349864364547,0.1175355450236967,71.58599535996791,0.5675491614880406,0.155659323249337,0.0225705656033167,0.925,1.744089416847587,0.0538662649917397,2023-10-31 04:00:00+00:00,0.028,4.883450367173243,2023-10,0.0001,0.0001,0.086696487543254,0.086696487543254,2023-10-26 04:00:00+00:00,63.6904658969958
ADA,donchian,1,sl,7,2023-10-30 08:00:00+00:00,4h,45.68902738160656,0.0173099386897071,1.214571250198751,0.3250517598343687,0.2720207253886013,0.9908256880733954,6.280213253881711,0.9,0.0109385997570869,6.929150864812729,0.0550683970536654,33.78567577383686,0.1823280384991127,0.0147667330910796,0.0116270131829504,0.975,-1.0057770279717688,0.0346198773794142,2023-10-31 12:00:00+00:00,0.028,-2.8161756783209526,2023-10,0.0001,0.0001,0.2081847694737221,0.2081847694737221,2023-10-30 08:00:00+00:00,55.047665854983016
